,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90
10,6.974308229,6.321381811,5.7422682620000005,5.823194642000001,7.2571202810000015,6.214126832000001,9.069042143999999,5.536047234,7.2467733679999995,8.047216473999999,5.249877444,5.767867852999999,7.949536318,5.175397274,8.547837932,5.461626527000001,8.098248966,5.487435596,9.087842358,5.677880302999999,9.076824517,11.02504684,6.556069803,4.6497170180000005,5.038440318,5.614245614,6.478786962999999,5.500541369,7.482171638,9.008658115,5.90365792,5.6114929579999995,4.872938578,4.7763441030000005,7.689585001,7.666161359,6.96353867,6.182618051,9.026130924,5.06950079,6.716166532000001,6.287834569,6.140377824,6.84606901,4.2855955539999995,5.225371086,5.570545417000001,5.7375273589999995,5.9104463260000015,5.56398223,8.203829069,6.655694331,6.9550521210000005,8.774793381,6.4013261020000005,7.191570495,5.886654417999999,9.347912921,4.435744613,11.07498176,6.359229932000001,8.14618996,7.344840826,8.742441503,6.0532291979999995,5.063125649,7.514698329,7.370217093,7.939483461,7.408649467,9.283747594,7.54178913,6.174888674,4.765240983,4.9162098489999995,5.7903240989999984,5.461616553,7.442309337,7.37986271,6.279776785,5.043384916,6.322233574,6.28262763,8.09012809,5.261965581,11.11021718,7.621562957,7.388003727,8.091216439,4.878621666,4.0
11,6.974308229,6.321381811,5.7422682620000005,5.823194642000001,7.2571202810000015,6.214126832000001,9.069042143999999,5.536047234,7.2467733679999995,8.047216473999999,5.249877444,5.767867852999999,7.949536318,5.175397274,8.547837932,5.461626527000001,8.098248966,5.487435596,9.087842358,5.677880302999999,9.076824517,11.02504684,6.556069803,4.6497170180000005,5.038440318,5.614245614,6.478786962999999,5.500541369,7.482171638,9.008658115,5.90365792,5.6114929579999995,4.872938578,4.7763441030000005,7.689585001,7.666161359,6.96353867,6.182618051,9.026130924,5.06950079,6.716166532000001,6.287834569,6.140377824,6.84606901,4.2855955539999995,5.225371086,5.570545417000001,5.7375273589999995,5.9104463260000015,5.56398223,8.203829069,6.655694331,6.9550521210000005,8.774793381,6.4013261020000005,7.191570495,5.886654417999999,9.347912921,4.435744613,11.07498176,6.359229932000001,8.14618996,7.344840826,8.742441503,6.0532291979999995,5.063125649,7.514698329,7.370217093,7.939483461,7.408649467,9.283747594,7.54178913,6.174888674,4.765240983,4.9162098489999995,5.7903240989999984,5.461616553,7.442309337,7.37986271,6.279776785,5.043384916,6.322233574,6.28262763,8.09012809,5.261965581,11.11021718,7.621562957,7.388003727,8.091216439,4.878621666,4.0
12,6.974308229,6.321381811,5.7422682620000005,5.823194642000001,7.2571202810000015,6.214126832000001,9.069042143999999,5.536047234,7.2467733679999995,8.047216473999999,5.249877444,5.767867852999999,7.949536318,5.175397274,8.547837932,5.461626527000001,8.098248966,5.487435596,9.087842358,5.677880302999999,9.076824517,11.02504684,6.556069803,4.6497170180000005,5.038440318,5.614245614,6.478786962999999,5.500541369,7.482171638,9.008658115,5.90365792,5.6114929579999995,4.872938578,4.7763441030000005,7.689585001,7.666161359,6.96353867,6.182618051,9.026130924,5.06950079,6.716166532000001,6.287834569,6.140377824,6.84606901,4.2855955539999995,5.225371086,5.570545417000001,5.7375273589999995,5.9104463260000015,5.56398223,8.203829069,6.655694331,6.9550521210000005,8.774793381,6.4013261020000005,7.191570495,5.886654417999999,9.347912921,4.435744613,11.07498176,6.359229932000001,8.14618996,7.344840826,8.742441503,6.0532291979999995,5.063125649,7.514698329,7.370217093,7.939483461,7.408649467,9.283747594,7.54178913,6.174888674,4.765240983,4.9162098489999995,5.7903240989999984,5.461616553,7.442309337,7.37986271,6.279776785,5.043384916,6.322233574,6.28262763,8.09012809,5.261965581,11.11021718,7.621562957,7.388003727,8.091216439,4.878621666,4.0
13,6.974308229,6.321381811,5.7422682620000005,5.823194642000001,7.2571202810000015,6.214126832000001,9.069042143999999,5.536047234,7.2467733679999995,8.047216473999999,5.249877444,5.767867852999999,7.949536318,5.175397274,8.547837932,5.461626527000001,8.098248966,5.487435596,9.087842358,5.677880302999999,9.076824517,11.02504684,6.556069803,4.6497170180000005,5.038440318,5.614245614,6.478786962999999,5.500541369,7.482171638,9.008658115,5.90365792,5.6114929579999995,4.872938578,4.7763441030000005,7.689585001,7.666161359,6.96353867,6.182618051,9.026130924,5.06950079,6.716166532000001,6.287834569,6.140377824,6.84606901,4.2855955539999995,5.225371086,5.570545417000001,5.7375273589999995,5.9104463260000015,5.56398223,8.203829069,6.655694331,6.9550521210000005,8.774793381,6.4013261020000005,7.191570495,5.886654417999999,9.347912921,4.435744613,11.07498176,6.359229932000001,8.14618996,7.344840826,8.742441503,6.0532291979999995,5.063125649,7.514698329,7.370217093,7.939483461,7.408649467,9.283747594,7.54178913,6.174888674,4.765240983,4.9162098489999995,5.7903240989999984,5.461616553,7.442309337,7.37986271,6.279776785,5.043384916,6.322233574,6.28262763,8.09012809,5.261965581,11.11021718,7.621562957,7.388003727,8.091216439,4.878621666,4.0
14,6.974308229,6.321381811,5.7422682620000005,5.823194642000001,7.2571202810000015,6.214126832000001,9.069042143999999,5.536047234,7.2467733679999995,8.047216473999999,5.249877444,5.767867852999999,7.949536318,5.175397274,8.547837932,5.461626527000001,8.098248966,5.487435596,9.087842358,5.677880302999999,9.076824517,11.02504684,6.556069803,4.6497170180000005,5.038440318,5.614245614,6.478786962999999,5.500541369,7.482171638,9.008658115,5.90365792,5.6114929579999995,4.872938578,4.7763441030000005,7.689585001,7.666161359,6.96353867,6.182618051,9.026130924,5.06950079,6.716166532000001,6.287834569,6.140377824,6.84606901,4.2855955539999995,5.225371086,5.570545417000001,5.7375273589999995,5.9104463260000015,5.56398223,8.203829069,6.655694331,6.9550521210000005,8.774793381,6.4013261020000005,7.191570495,5.886654417999999,9.347912921,4.435744613,11.07498176,6.359229932000001,8.14618996,7.344840826,8.742441503,6.0532291979999995,5.063125649,7.514698329,7.370217093,7.939483461,7.408649467,9.283747594,7.54178913,6.174888674,4.765240983,4.9162098489999995,5.7903240989999984,5.461616553,7.442309337,7.37986271,6.279776785,5.043384916,6.322233574,6.28262763,8.09012809,5.261965581,11.11021718,7.621562957,7.388003727,8.091216439,4.878621666,4.0
15,6.974308229,6.321381811,5.7422682620000005,5.823194642000001,7.2571202810000015,6.214126832000001,9.069042143999999,5.536047234,7.2467733679999995,8.047216473999999,5.249877444,5.767867852999999,7.949536318,5.175397274,8.547837932,5.461626527000001,8.098248966,5.487435596,9.087842358,5.677880302999999,9.076824517,11.02504684,6.556069803,4.6497170180000005,5.038440318,5.614245614,6.478786962999999,5.500541369,7.482171638,9.008658115,5.90365792,5.6114929579999995,4.872938578,4.7763441030000005,7.689585001,7.666161359,6.96353867,6.182618051,9.026130924,5.06950079,6.716166532000001,6.287834569,6.140377824,6.84606901,4.2855955539999995,5.225371086,5.570545417000001,5.7375273589999995,5.9104463260000015,5.56398223,8.203829069,6.655694331,6.9550521210000005,8.774793381,6.4013261020000005,7.191570495,5.886654417999999,9.347912921,4.435744613,11.07498176,6.359229932000001,8.14618996,7.344840826,8.742441503,6.0532291979999995,5.063125649,7.514698329,7.370217093,7.939483461,7.408649467,9.283747594,7.54178913,6.174888674,4.765240983,4.9162098489999995,5.7903240989999984,5.461616553,7.442309337,7.37986271,6.279776785,5.043384916,6.322233574,6.28262763,8.09012809,5.261965581,11.11021718,7.621562957,7.388003727,8.091216439,4.878621666,4.0
16,6.974308229,6.321381811,5.7422682620000005,5.823194642000001,7.2571202810000015,6.214126832000001,9.069042143999999,5.536047234,7.2467733679999995,8.047216473999999,5.249877444,5.767867852999999,7.949536318,5.175397274,8.547837932,5.461626527000001,8.098248966,5.487435596,9.087842358,5.677880302999999,9.076824517,11.02504684,6.556069803,4.6497170180000005,5.038440318,5.614245614,6.478786962999999,5.500541369,7.482171638,9.008658115,5.90365792,5.6114929579999995,4.872938578,4.7763441030000005,7.689585001,7.666161359,6.96353867,6.182618051,9.026130924,5.06950079,6.716166532000001,6.287834569,6.140377824,6.84606901,4.2855955539999995,5.225371086,5.570545417000001,5.7375273589999995,5.9104463260000015,5.56398223,8.203829069,6.655694331,6.9550521210000005,8.774793381,6.4013261020000005,7.191570495,5.886654417999999,9.347912921,4.435744613,11.07498176,6.359229932000001,8.14618996,7.344840826,8.742441503,6.0532291979999995,5.063125649,7.514698329,7.370217093,7.939483461,7.408649467,9.283747594,7.54178913,6.174888674,4.765240983,4.9162098489999995,5.7903240989999984,5.461616553,7.442309337,7.37986271,6.279776785,5.043384916,6.322233574,6.28262763,8.09012809,5.261965581,11.11021718,7.621562957,7.388003727,8.091216439,4.878621666,4.0
17,6.974308229,6.321381811,5.7422682620000005,5.823194642000001,7.2571202810000015,6.214126832000001,9.069042143999999,5.536047234,7.2467733679999995,8.047216473999999,5.249877444,5.767867852999999,7.949536318,5.175397274,8.547837932,5.461626527000001,8.098248966,5.487435596,9.087842358,5.677880302999999,9.076824517,11.02504684,6.556069803,4.6497170180000005,5.038440318,5.614245614,6.478786962999999,5.500541369,7.482171638,9.008658115,5.90365792,5.6114929579999995,4.872938578,4.7763441030000005,7.689585001,7.666161359,6.96353867,6.182618051,9.026130924,5.06950079,6.716166532000001,6.287834569,6.140377824,6.84606901,4.2855955539999995,5.225371086,5.570545417000001,5.7375273589999995,5.9104463260000015,5.56398223,8.203829069,6.655694331,6.9550521210000005,8.774793381,6.4013261020000005,7.191570495,5.886654417999999,9.347912921,4.435744613,11.07498176,6.359229932000001,8.14618996,7.344840826,8.742441503,6.0532291979999995,5.063125649,7.514698329,7.370217093,7.939483461,7.408649467,9.283747594,7.54178913,6.174888674,4.765240983,4.9162098489999995,5.7903240989999984,5.461616553,7.442309337,7.37986271,6.279776785,5.043384916,6.322233574,6.28262763,8.09012809,5.261965581,11.11021718,7.621562957,7.388003727,8.091216439,4.878621666,4.0
18,6.974308229,6.321381811,5.7422682620000005,5.823194642000001,7.2571202810000015,6.214126832000001,9.069042143999999,5.536047234,7.2467733679999995,8.047216473999999,5.249877444,5.767867852999999,7.949536318,5.175397274,8.547837932,5.461626527000001,8.098248966,5.487435596,9.087842358,5.677880302999999,9.076824517,11.02504684,6.556069803,4.6497170180000005,5.038440318,5.614245614,6.478786962999999,5.500541369,7.482171638,9.008658115,5.90365792,5.6114929579999995,4.872938578,4.7763441030000005,7.689585001,7.666161359,6.96353867,6.182618051,9.026130924,5.06950079,6.716166532000001,6.287834569,6.140377824,6.84606901,4.2855955539999995,5.225371086,5.570545417000001,5.7375273589999995,5.9104463260000015,5.56398223,8.203829069,6.655694331,6.9550521210000005,8.774793381,6.4013261020000005,7.191570495,5.886654417999999,9.347912921,4.435744613,11.07498176,6.359229932000001,8.14618996,7.344840826,8.742441503,6.0532291979999995,5.063125649,7.514698329,7.370217093,7.939483461,7.408649467,9.283747594,7.54178913,6.174888674,4.765240983,4.9162098489999995,5.7903240989999984,5.461616553,7.442309337,7.37986271,6.279776785,5.043384916,6.322233574,6.28262763,8.09012809,5.261965581,11.11021718,7.621562957,7.388003727,8.091216439,4.878621666,4.0
19,6.974308229,6.321381811,5.7422682620000005,5.823194642000001,7.2571202810000015,6.214126832000001,9.069042143999999,5.536047234,7.2467733679999995,8.047216473999999,5.249877444,5.767867852999999,7.949536318,5.175397274,8.547837932,5.461626527000001,8.098248966,5.487435596,9.087842358,5.677880302999999,9.076824517,11.02504684,6.556069803,4.6497170180000005,5.038440318,5.614245614,6.478786962999999,5.500541369,7.482171638,9.008658115,5.90365792,5.6114929579999995,4.872938578,4.7763441030000005,7.689585001,7.666161359,6.96353867,6.182618051,9.026130924,5.06950079,6.716166532000001,6.287834569,6.140377824,6.84606901,4.2855955539999995,5.225371086,5.570545417000001,5.7375273589999995,5.9104463260000015,5.56398223,8.203829069,6.655694331,6.9550521210000005,8.774793381,6.4013261020000005,7.191570495,5.886654417999999,9.347912921,4.435744613,11.07498176,6.359229932000001,8.14618996,7.344840826,8.742441503,6.0532291979999995,5.063125649,7.514698329,7.370217093,7.939483461,7.408649467,9.283747594,7.54178913,6.174888674,4.765240983,4.9162098489999995,5.7903240989999984,5.461616553,7.442309337,7.37986271,6.279776785,5.043384916,6.322233574,6.28262763,8.09012809,5.261965581,11.11021718,7.621562957,7.388003727,8.091216439,4.878621666,4.0
20,6.974308229,6.321381811,5.7422682620000005,5.823194642000001,7.2571202810000015,6.214126832000001,9.069042143999999,5.536047234,7.2467733679999995,8.047216473999999,5.249877444,5.767867852999999,7.949536318,5.175397274,8.547837932,5.461626527000001,8.098248966,5.487435596,9.087842358,5.677880302999999,9.076824517,11.02504684,6.556069803,4.6497170180000005,5.038440318,5.614245614,6.478786962999999,5.500541369,7.482171638,9.008658115,5.90365792,5.6114929579999995,4.872938578,4.7763441030000005,7.689585001,7.666161359,6.96353867,6.182618051,9.026130924,5.06950079,6.716166532000001,6.287834569,6.140377824,6.84606901,4.2855955539999995,5.225371086,5.570545417000001,5.7375273589999995,5.9104463260000015,5.56398223,8.203829069,6.655694331,6.9550521210000005,8.774793381,6.4013261020000005,7.191570495,5.886654417999999,9.347912921,4.435744613,11.07498176,6.359229932000001,8.14618996,7.344840826,8.742441503,6.0532291979999995,5.063125649,7.514698329,7.370217093,7.939483461,7.408649467,9.283747594,7.54178913,6.174888674,4.765240983,4.9162098489999995,5.7903240989999984,5.461616553,7.442309337,7.37986271,6.279776785,5.043384916,6.322233574,6.28262763,8.09012809,5.261965581,11.11021718,7.621562957,7.388003727,8.091216439,4.878621666,4.0
21,6.974308229,6.321381811,5.7422682620000005,5.823194642000001,7.2571202810000015,6.214126832000001,9.069042143999999,5.536047234,7.2467733679999995,8.047216473999999,5.249877444,5.767867852999999,7.949536318,5.175397274,8.547837932,5.461626527000001,8.098248966,5.487435596,9.087842358,5.677880302999999,9.076824517,11.02504684,6.556069803,4.6497170180000005,5.038440318,5.614245614,6.478786962999999,5.500541369,7.482171638,9.008658115,5.90365792,5.6114929579999995,4.872938578,4.7763441030000005,7.689585001,7.666161359,6.96353867,6.182618051,9.026130924,5.06950079,6.716166532000001,6.287834569,6.140377824,6.84606901,4.2855955539999995,5.225371086,5.570545417000001,5.7375273589999995,5.9104463260000015,5.56398223,8.203829069,6.655694331,6.9550521210000005,8.774793381,6.4013261020000005,7.191570495,5.886654417999999,9.347912921,4.435744613,11.07498176,6.359229932000001,8.14618996,7.344840826,8.742441503,6.0532291979999995,5.063125649,7.514698329,7.370217093,7.939483461,7.408649467,9.283747594,7.54178913,6.174888674,4.765240983,4.9162098489999995,5.7903240989999984,5.461616553,7.442309337,7.37986271,6.279776785,5.043384916,6.322233574,6.28262763,8.09012809,5.261965581,11.11021718,7.621562957,7.388003727,8.091216439,4.878621666,4.0
